2020-02-14T23:19:40.527Z,test,"STD tests are over 99% accurate and they’re really quick and easy to get done. Usually it involves peeing in a cup, a finger prick, or a vagina swab - and it doesn’t take longer than a few minutes. It’s also super easy to find a place to get tested. If you're worried about it - just get tested ASAP. It's worth it to know! ",0.7517287731170654,10a1daba-ca88-46b6-9055-e33c159866db
2020-02-14T13:33:56.344Z,Okay can birth control make u gain weight,"<iframe src=""https://giphy.com/embed/RvvlyEwofUCSA"" width=""100%"" height=""480"" frameBorder=""0"" class=""giphy-embed"" allowFullScreen></iframe><p><a href=""https://giphy.com/gifs/shakingfoodgifs-funny-kawaii-pink-RvvlyEwofUCSA"">via GIPHY</a></p>",0.9864661216735839,1231b5b2-5fd9-4dd1-9bde-1ee677273e1e
2020-02-14T13:34:50.925Z,I’m having 2 kids in the future will they have stds,"If you’re having sex, you can get an STD. And sadly, they’re pretty common. Like half of us will get an STD by the time we’re 25 😩.  ",0.34801884889602663,1231b5b2-5fd9-4dd1-9bde-1ee677273e1e
2020-02-14T13:34:51.281Z,e1eb36b0-040d-4fdd-843d-ccde7dc6a3c8,"I'm sorry can you ask that some other way?",1,1231b5b2-5fd9-4dd1-9bde-1ee677273e1e
2020-02-14T13:35:11.700Z,Will my kids have stds in the future ,"You can still get pregnant if you have an STD (or had one in the past) BUT, you have to make sure you get it treated ASAP. Leaving an STD untreated can make it hard for you to get pregnant in the future when you’re ready. And it can cause other health issues. ",0.3394394397735596,1231b5b2-5fd9-4dd1-9bde-1ee677273e1e
2020-02-14T13:35:11.943Z,e1eb36b0-040d-4fdd-843d-ccde7dc6a3c8,"I'm sorry can you ask that some other way?",1,1231b5b2-5fd9-4dd1-9bde-1ee677273e1e
2020-02-15T01:16:37.930Z,Stop saying that,"Girl, I’m so serious. Trust me, I get my info straight from the source. Ask me something else if you want more details!",0.5326317310333253,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:16:54.567Z,Are u a human,"Technically, I’m just a chatbot so I can’t really feel but, I’m still here for you girl. Have any questions about birth control? I got you!",0.9332364082336426,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:17:39.000Z,Is questions about sex the only thing u can talk about ,"You can ask me anything about birth control, sex, and STDs. Like “Where can get birth control?”, “What kind of birth control should I get”, or “What’s the best type of birth control?"" What questions do you have?",0.9660932064056398,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:17:49.599Z,"U don't understand ","You can get pregnant any time you have sex, no matter what position you’re in, even if you stand up right after you’re finished. Sperm are strong swimmers so trust me, they’ll find their way. This is why you should use birth control, EVERY time.",0.32825493812561035,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:17:50.100Z,e1eb36b0-040d-4fdd-843d-ccde7dc6a3c8,"I'm sorry can you ask that some other way?",1,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:18:00.401Z,"You're only a robot","Technically, I’m just a chatbot so I can’t really feel but, I’m still here for you girl. Have any questions about birth control? I got you!",0.8617790222167969,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:18:08.601Z,Just stop,"Different types of birth control are easier to start and stop than others. If you’re just taking the pill, have the patch or the ring, you can literally stop whenever you want. With the IUD or implant though, you’ll need to make an appointment with your doctor to get it taken out. ",0.5638473033905029,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:18:25.429Z,Am done with u,No problem girl. Glad you reached out! I’m here whenever you want to talk. I got you!,0.908888292312622,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:18:42.790Z,"You're a stupid robot","Don't be like that girl! I'm here to help and I promise I’m giving you nothing but facts. For real for real.",0.8339007854461671,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:19:04.900Z,Stop calling me girl i got a name,"Let’s be real. Who LIKES to get their period? Sometimes, it's kind of a pain. Lots of girls are looking for birth control that will stop their period altogether (if you're on birth control, it's totally OK to not get your period).",0.6423153400421142,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:19:42.420Z,Suck my dick,"A penis (or a dick) is a man’s sexual organ. It’s part of his reproductive system and it’s  made of layers of spongy tissue which fills with blood when it gets hard. Sometimes parents choose to have a doctor remove the foreskin around the top of a baby boy's penis just after he's born - called circumcising. ",0.8223767757415772,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:20:14.036Z,Why,Estrogen is a female hormone that regulates your periods and sex organs. It’s also a popular hormone that’s used in birth control to prevent pregnancy.,0.37843571901321416,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:20:14.548Z,e1eb36b0-040d-4fdd-843d-ccde7dc6a3c8,"I'm sorry can you ask that some other way?",1,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-15T01:20:37.834Z,Whts ur name,"I’m Layla. I'm here to share everything I know about birth control, sex, and STDs. You can ask me anything. I’ll keep it real so you know how to take control of your body and sexual health.",0.8730583190917969,15cc7e47-83df-46b7-b3e2-14a65cccee69
2020-02-16T00:34:00.130Z,Does the mirrena iud cause weight gain?,"A lot of girls are worried about gaining weight with an IUD but they really shouldn’t be. The IUD doesn’t cause weight gain but, since so many girls get it around the time they naturally gain weight, it’s easy to think the two are related.",0.9011295795440675,3897c6c7-5576-46ae-98b9-e9e23edec9ef
