2020-01-30T05:05:36.020Z,new test,"Birth control now ain't the birth control your mama used. It has changed so much over the years and is safer, more effective, and easier to use. The IUD and implant are two of the newer types.",0.3977831868444781,1f0cd037-d68b-4b57-926e-5e4be76bb9b7
2020-01-30T05:05:36.507Z,e1eb36b0-040d-4fdd-843d-ccde7dc6a3c8,"I'm sorry can you ask that some other way?",1,1f0cd037-d68b-4b57-926e-5e4be76bb9b7
2020-01-30T04:50:00.917Z,How can I use this system,"I know it’s kind of uncomfortable asking questions like this, especially on the spot. What’s been on your mind? Looking for birth control? You can ask me, “Where can I get birth control? How much does it cost?"" And even, ""How do I talk to a doctor about it?” Heard something crazy about STDs? Ask me, “How do I prevent STDs?"" or ""Where can I get tested?” Nothing’s off limits here!",1,51cc212c-21cb-4319-97fe-eaad6bd6b729
2020-01-30T04:50:09.360Z,How can I use this system,"I know it’s kind of uncomfortable asking questions like this, especially on the spot. What’s been on your mind? Looking for birth control? You can ask me, “Where can I get birth control? How much does it cost?"" And even, ""How do I talk to a doctor about it?” Heard something crazy about STDs? Ask me, “How do I prevent STDs?"" or ""Where can I get tested?” Nothing’s off limits here!",1,51cc212c-21cb-4319-97fe-eaad6bd6b729
2020-01-30T04:51:13.664Z,How can I use this system,"I know it’s kind of uncomfortable asking questions like this, especially on the spot. What’s been on your mind? Looking for birth control? You can ask me, “Where can I get birth control? How much does it cost?"" And even, ""How do I talk to a doctor about it?” Heard something crazy about STDs? Ask me, “How do I prevent STDs?"" or ""Where can I get tested?” Nothing’s off limits here!",1,51cc212c-21cb-4319-97fe-eaad6bd6b729
2020-01-30T04:51:30.153Z,testing,"STD tests are over 99% accurate and they’re really quick and easy to get done. Usually it involves peeing in a cup, a finger prick, or a vagina swab - and it doesn’t take longer than a few minutes. It’s also super easy to find a place to get tested. If you're worried about it - just get tested ASAP. It's worth it to know! ",0.7132602214813233,51cc212c-21cb-4319-97fe-eaad6bd6b729
2020-01-30T04:51:56.563Z,this is a question,"You can ask me anything about birth control, sex, and STDs. Like “Where can get birth control?”, “What kind of birth control should I get”, or “What’s the best type of birth control?"" What questions do you have?",0.9683505535125734,51cc212c-21cb-4319-97fe-eaad6bd6b729
2020-01-30T04:52:08.762Z,testing,"STD tests are over 99% accurate and they’re really quick and easy to get done. Usually it involves peeing in a cup, a finger prick, or a vagina swab - and it doesn’t take longer than a few minutes. It’s also super easy to find a place to get tested. If you're worried about it - just get tested ASAP. It's worth it to know! ",0.7132602214813233,51cc212c-21cb-4319-97fe-eaad6bd6b729
2020-01-30T04:52:42.495Z,testing,"STD tests are over 99% accurate and they’re really quick and easy to get done. Usually it involves peeing in a cup, a finger prick, or a vagina swab - and it doesn’t take longer than a few minutes. It’s also super easy to find a place to get tested. If you're worried about it - just get tested ASAP. It's worth it to know! ",0.7132602214813233,51cc212c-21cb-4319-97fe-eaad6bd6b729
2020-01-30T03:14:29.539Z,How effective is the IUD?,"The IUD is a great birth control option for women who don’t want to deal with having to take a pill every day or think about switching patches or rings. It takes a few minutes to put in and then you’re protected for all day, every day for YEARS. ",1,52a2d455-0e8a-4968-8bcf-92b288e9ae1e
