2020-02-09T23:17:28.441Z,How can I use this system,"I totally get it - it’s kind of weird to talk with a chatbot. Try asking me, How do I prevent STDs? Or Where can I get tested for STDs? I promise I won’t tell anyone. 🤐",1,12b240ae-6e8e-46ce-b0bd-31cd6cba6fe6
2020-02-09T23:19:34.041Z,Can you get pregnant after removing birth control upper right arm,"Most women can get pregnant again shortly after having a baby. So it’s important to think about birth control after giving birth, because some are better than others for new moms. ",0.5281122207641602,12b240ae-6e8e-46ce-b0bd-31cd6cba6fe6
2020-02-09T23:20:49.951Z,Ok ,Cool! Anything else you want to know?,1,12b240ae-6e8e-46ce-b0bd-31cd6cba6fe6
2020-02-09T23:22:20.150Z,How long it will takes to become pregnant after birth control remover ,"It doesn’t matter how long you take birth control, when you’re ready to get pregnant, you probably won't have any problems and you can get pregnant any time. Remember, the point of birth control is to allow YOU to be in control of your body and when you want to have a baby.",0.7166747093200685,12b240ae-6e8e-46ce-b0bd-31cd6cba6fe6
2020-02-09T23:23:51.363Z,Ok it is possible for me to become pregnant with twins after removing birth control ,"It doesn’t matter how long you take birth control, when you’re ready to get pregnant, you probably won't have any problems and you can get pregnant any time. Remember, the point of birth control is to allow YOU to be in control of your body and when you want to have a baby.",0.354530680179596,12b240ae-6e8e-46ce-b0bd-31cd6cba6fe6
2020-02-09T23:23:51.766Z,e1eb36b0-040d-4fdd-843d-ccde7dc6a3c8,"I'm sorry can you ask that some other way?",1,12b240ae-6e8e-46ce-b0bd-31cd6cba6fe6
2020-02-09T11:06:41.944Z,Birth control ,"Choosing the best birth control is a really personal decision. There are 18 different types to choose from and they each work differently. You have to use a condom every time you have sex, take the pill daily, get a new patch every week, change the ring every month, and the IUD or implant can last for years. ",1,22aa99c6-bfb2-4ebe-8582-46f8bdbc0f34
2020-02-09T11:08:15.613Z,Can you gain weight by birth control?,"<iframe src=""https://giphy.com/embed/RvvlyEwofUCSA"" width=""100%"" height=""480"" frameBorder=""0"" class=""giphy-embed"" allowFullScreen></iframe><p><a href=""https://giphy.com/gifs/shakingfoodgifs-funny-kawaii-pink-RvvlyEwofUCSA"">via GIPHY</a></p>",0.9491174221038818,22aa99c6-bfb2-4ebe-8582-46f8bdbc0f34
2020-02-09T14:37:09.074Z,Why would a female bleed during sex,"Bleeding after sex can be kinda intense but there are lots of reasons it can happen. If it’s a girl's first time, it could be that her ""cherry popped"" (that’s when the hymen breaks). If not, it could just be it was too dry down there (always keep some lube on hand, girl). ",0.5467068195343018,371dceda-2f4e-456b-a5f0-e14b2095ed49
2020-02-09T14:38:18.281Z,Could I get pregnant even though I have irregular periods?,"Our bodies are all different! Most women get their period once a month, around the same time. But for other women, their periods come once every couple of months. This is why a lot of women use birth control to regulate their periods. ",0.3661590099334717,371dceda-2f4e-456b-a5f0-e14b2095ed49
